"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"shagbark hickory",2017,"Recent fruit or seed drop",86270,279.826086956522,280,23,242,325,83,24.5
"shagbark hickory",2017,"Recent fruit or seed drop",86271,273.428571428571,274.5,28,242,304,62,32
"shagbark hickory",2017,"Recent fruit or seed drop",86272,271.473684210526,271,19,245,304,59,34
"shagbark hickory",2017,"Ripe fruits",86268,272.894736842105,271,19,242,322,80,30.5
"shagbark hickory",2017,"Ripe fruits",86269,269.875,271,16,242,301,59,31.25
"shagbark hickory",2017,"Ripe fruits",86270,276.652173913043,271,23,245,325,80,32.5
"shagbark hickory",2017,"Ripe fruits",86271,270.4,270.5,20,245,301,56,30.25
"shagbark hickory",2017,"Ripe fruits",86272,266.166666666667,268,12,245,288,43,21.25
"shagbark hickory",2018,"budburst",86268,126.25,125.5,12,118,139,21,7.5
"shagbark hickory",2018,"budburst",86269,125.615384615385,125,13,118,139,21,8
"shagbark hickory",2018,"budburst",86270,123.055555555556,122.5,18,114,131,17,7.75
"shagbark hickory",2018,"budburst",86271,126.461538461538,126,13,118,139,21,7
"shagbark hickory",2018,"budburst",86272,125.058823529412,125,17,118,139,21,7
"shagbark hickory",2018,"Colored leaves",86268,283.357142857143,282,14,254,307,53,11.5
"shagbark hickory",2018,"Colored leaves",86269,287.083333333333,282.5,12,258,307,49,24.75
"shagbark hickory",2018,"Colored leaves",86270,282.363636363636,282,11,258,305,47,10
"shagbark hickory",2018,"Colored leaves",86271,280.941176470588,282,17,258,305,47,14
"shagbark hickory",2018,"Colored leaves",86272,290.3125,288.5,16,258,312,54,24.5
"shagbark hickory",2018,"flowers",86268,135.6,135.5,10,125,149,24,7.75
"shagbark hickory",2018,"flowers",86269,136.75,134.5,8,125,149,24,16.75
"shagbark hickory",2018,"flowers",86270,135.428571428571,134.5,14,122,149,27,16.5
"shagbark hickory",2018,"flowers",86271,132,129,5,125,149,24,5
"shagbark hickory",2018,"flowers",86272,138.210526315789,138,19,125,154,29,16.5
"shagbark hickory",2018,"Fruits",86268,241.083333333333,246.5,36,153,290,137,57
"shagbark hickory",2018,"Fruits",86269,238.184210526316,240.5,38,153,305,152,68.75
"shagbark hickory",2018,"Fruits",86270,245.478260869565,258,23,147,303,156,42.5
"shagbark hickory",2018,"Fruits",86271,229.75,235.5,28,153,288,135,60.25
"shagbark hickory",2018,"Fruits",86272,226.770491803279,234,61,147,305,158,69
"shagbark hickory",2018,"Increasing leaf size",86268,140.166666666667,138,12,125,171,46,16
"shagbark hickory",2018,"Increasing leaf size",86269,136.416666666667,134.5,12,125,158,33,11.75
"shagbark hickory",2018,"Increasing leaf size",86270,140.705882352941,138,17,125,171,46,16
"shagbark hickory",2018,"Increasing leaf size",86271,137.181818181818,138,11,125,158,33,13
"shagbark hickory",2018,"Increasing leaf size",86272,138.3125,137.5,16,125,158,33,17.25
"shagbark hickory",2018,"leaf drop",86268,288.75,286,8,258,307,49,23.25
"shagbark hickory",2018,"leaf drop",86269,292.142857142857,289,7,274,307,33,22.5
"shagbark hickory",2018,"leaf drop",86270,286.666666666667,286,6,258,305,47,17.25
"shagbark hickory",2018,"leaf drop",86271,286,287,11,256,308,52,13.5
"shagbark hickory",2018,"leaf drop",86272,294.75,297,8,274,308,34,19
"shagbark hickory",2018,"leafout",86268,214.883333333333,228,60,122,307,185,110.5
"shagbark hickory",2018,"leafout",86269,211.298245614035,208,57,122,307,185,111
"shagbark hickory",2018,"leafout",86270,205.033333333333,202.5,60,122,305,183,111.5
"shagbark hickory",2018,"leafout",86271,216.803571428571,233.5,56,122,305,183,116.5
"shagbark hickory",2018,"leafout",86272,211.195402298851,213,87,122,312,190,103.5
"shagbark hickory",2018,"Open flowers",86268,147.5,147.5,2,146,149,3,1.5
"shagbark hickory",2018,"Open flowers",86269,144.333333333333,146,3,138,149,11,5.5
"shagbark hickory",2018,"Open flowers",86270,145.25,147,4,138,149,11,2.75
"shagbark hickory",2018,"Open flowers",86272,140.333333333333,146,9,125,151,26,16
"shagbark hickory",2018,"Pollen release (flowers)",86270,147,147,2,147,147,0,0
"shagbark hickory",2018,"Pollen release (flowers)",86272,147.25,147,4,146,149,3,0.75
"shagbark hickory",2018,"Recent fruit or seed drop",86268,272.526315789474,272,19,249,307,58,22
"shagbark hickory",2018,"Recent fruit or seed drop",86269,278.5,273,16,251,307,56,28.75
"shagbark hickory",2018,"Recent fruit or seed drop",86270,271.857142857143,272,14,251,303,52,17
"shagbark hickory",2018,"Recent fruit or seed drop",86271,270.3125,272,16,249,288,39,20.25
"shagbark hickory",2018,"Recent fruit or seed drop",86272,275.818181818182,276,22,246,307,61,29.25
"shagbark hickory",2018,"Ripe fruits",86268,273.818181818182,274,11,258,290,32,19
"shagbark hickory",2018,"Ripe fruits",86269,276.384615384615,272,13,258,305,47,19
"shagbark hickory",2018,"Ripe fruits",86270,273.8,272.5,10,251,303,52,14
"shagbark hickory",2018,"Ripe fruits",86271,271.5,273.5,4,251,288,37,10
"shagbark hickory",2018,"Ripe fruits",86272,276.375,276,16,254,305,51,19
"shagbark hickory",2019,"budburst",86268,121.631578947368,121,19,110,142,32,12
"shagbark hickory",2019,"budburst",86269,122.388888888889,122.5,18,111,142,31,12
"shagbark hickory",2019,"budburst",86270,119.45,120,20,109,142,33,12.5
"shagbark hickory",2019,"budburst",86271,125.32,124,25,108,154,46,14
"shagbark hickory",2019,"budburst",86272,119.708333333333,120,24,108,142,34,13.5
"shagbark hickory",2019,"Colored leaves",86268,281.739130434783,287,23,244,305,61,33
"shagbark hickory",2019,"Colored leaves",86269,280.076923076923,286,26,244,305,61,35.25
"shagbark hickory",2019,"Colored leaves",86270,278.380952380952,282,21,244,305,61,34
"shagbark hickory",2019,"Colored leaves",86271,281.333333333333,285,21,251,301,50,32
"shagbark hickory",2019,"Colored leaves",86272,289.857142857143,295,21,261,317,56,19
"shagbark hickory",2019,"flowers",86268,139,139,17,124,155,31,12
"shagbark hickory",2019,"flowers",86269,136,136,15,124,155,31,11.5
"shagbark hickory",2019,"flowers",86270,135.2,132.5,20,115,158,43,18.25
"shagbark hickory",2019,"flowers",86271,139.076923076923,138.5,26,121,155,34,18.75
"shagbark hickory",2019,"flowers",86272,138.7,138.5,20,124,155,31,16.25
"shagbark hickory",2019,"Fruits",86268,236.071428571429,247,28,162,305,143,54.25
"shagbark hickory",2019,"Fruits",86269,241.866666666667,249,30,161,305,144,25
"shagbark hickory",2019,"Fruits",86270,223.405405405405,236,37,152,305,153,61
"shagbark hickory",2019,"Fruits",86271,213.777777777778,213,45,161,263,102,51
"shagbark hickory",2019,"Fruits",86272,222.088888888889,236,45,147,305,158,70
"shagbark hickory",2019,"Increasing leaf size",86268,139.882352941176,136,17,124,183,59,16
"shagbark hickory",2019,"Increasing leaf size",86269,136.133333333333,133,15,124,183,59,10.5
"shagbark hickory",2019,"Increasing leaf size",86270,137.375,133,16,124,162,38,16
"shagbark hickory",2019,"Increasing leaf size",86271,138.181818181818,134.5,22,124,174,50,13.25
"shagbark hickory",2019,"Increasing leaf size",86272,140.764705882353,138,17,125,183,58,13
"shagbark hickory",2019,"leaf drop",86268,286.125,288,16,261,305,44,20.5
"shagbark hickory",2019,"leaf drop",86269,286.5,292.5,14,261,305,44,25.5
"shagbark hickory",2019,"leaf drop",86270,287.083333333333,288,12,264,301,37,14
"shagbark hickory",2019,"leaf drop",86271,286,288,16,260,301,41,19.25
"shagbark hickory",2019,"leaf drop",86272,289.714285714286,292.5,14,264,305,41,17.25
"shagbark hickory",2019,"leafout",86268,211.240506329114,205,79,121,305,184,106
"shagbark hickory",2019,"leafout",86269,217.028571428571,236,70,125,305,180,110.25
"shagbark hickory",2019,"leafout",86270,210.325,208.5,80,119,305,186,95.5
"shagbark hickory",2019,"leafout",86271,205.505263157895,203,95,124,301,177,98
"shagbark hickory",2019,"leafout",86272,212.573033707865,208,89,125,317,192,99
"shagbark hickory",2019,"Open flowers",86268,147.285714285714,145,7,136,155,19,9.5
"shagbark hickory",2019,"Open flowers",86269,138,136,5,133,144,11,11
"shagbark hickory",2019,"Open flowers",86270,141,142,11,125,158,33,17
"shagbark hickory",2019,"Open flowers",86271,145.714285714286,145.5,14,133,155,22,10.75
"shagbark hickory",2019,"Open flowers",86272,151.166666666667,151.5,6,144,155,11,2.5
"shagbark hickory",2019,"Pollen release (flowers)",86269,144,144,1,144,144,0,0
"shagbark hickory",2019,"Pollen release (flowers)",86270,144,144,1,144,144,0,0
"shagbark hickory",2019,"Pollen release (flowers)",86271,153.5,153.5,2,153,154,1,0.5
"shagbark hickory",2019,"Pollen release (flowers)",86272,146.666666666667,144,3,142,154,12,6
"shagbark hickory",2019,"Recent fruit or seed drop",86268,284.75,291,12,261,305,44,25.5
"shagbark hickory",2019,"Recent fruit or seed drop",86269,283.8125,288,16,251,305,54,25.5
"shagbark hickory",2019,"Recent fruit or seed drop",86270,283.363636363636,289,11,261,301,40,27.5
"shagbark hickory",2019,"Recent fruit or seed drop",86271,276.5,276,14,248,301,53,30.25
"shagbark hickory",2019,"Recent fruit or seed drop",86272,279.8125,285.5,16,239,305,66,35.25
"shagbark hickory",2019,"Ripe fruits",86268,305,305,2,305,305,0,0
"shagbark hickory",2019,"Ripe fruits",86269,280.444444444444,285,9,248,305,57,40
"shagbark hickory",2019,"Ripe fruits",86270,303,303,2,301,305,4,2
"shagbark hickory",2019,"Ripe fruits",86271,239.25,248.5,4,209,251,42,11.25
"shagbark hickory",2019,"Ripe fruits",86272,275.2,297,5,209,305,96,37
"shagbark hickory",2020,"budburst",86268,128.875,127.5,8,120,135,15,7.25
"shagbark hickory",2020,"budburst",86269,128.875,127.5,8,120,135,15,7.25
"shagbark hickory",2020,"budburst",86270,130.416666666667,128.5,12,120,146,26,7.25
"shagbark hickory",2020,"budburst",86271,133.25,131.5,8,120,146,26,14.75
"shagbark hickory",2020,"budburst",86272,118.454545454545,127,11,76,134,58,5.5
"shagbark hickory",2020,"Colored leaves",86268,279,279,1,279,279,0,0
"shagbark hickory",2020,"Colored leaves",86269,279,279,1,279,279,0,0
"shagbark hickory",2020,"Colored leaves",86270,277.5,277.5,2,276,279,3,1.5
"shagbark hickory",2020,"Colored leaves",86271,263,261,6,250,279,29,19.25
"shagbark hickory",2020,"Colored leaves",86272,271.666666666667,276,3,260,279,19,9.5
"shagbark hickory",2020,"flowers",86268,142.555555555556,146,9,106,156,50,8
"shagbark hickory",2020,"flowers",86269,136,144.5,4,106,149,43,13
"shagbark hickory",2020,"flowers",86270,142.333333333333,141,15,129,162,33,12.5
"shagbark hickory",2020,"flowers",86271,134,134,2,106,162,56,28
"shagbark hickory",2020,"flowers",86272,146.333333333333,144.5,18,134,162,28,11.75
"shagbark hickory",2020,"Fruits",86268,215.875,222,16,169,279,110,41.5
"shagbark hickory",2020,"Fruits",86269,212.705882352941,220,17,168,279,111,43
"shagbark hickory",2020,"Fruits",86270,223.230769230769,224,13,182,262,80,21
"shagbark hickory",2020,"Fruits",86271,208.142857142857,220,14,169,245,76,40.75
"shagbark hickory",2020,"Fruits",86272,212.0625,213.5,32,168,279,111,47.75
"shagbark hickory",2020,"Increasing leaf size",86268,146.5,144.5,10,134,169,35,8
"shagbark hickory",2020,"Increasing leaf size",86269,147.909090909091,146,11,134,169,35,12.5
"shagbark hickory",2020,"Increasing leaf size",86270,147.818181818182,146,11,133,169,36,12.5
"shagbark hickory",2020,"Increasing leaf size",86271,149.222222222222,148,9,140,169,29,6
"shagbark hickory",2020,"Increasing leaf size",86272,147.153846153846,143,13,134,169,35,8
"shagbark hickory",2020,"leaf drop",86270,276,276,1,276,276,0,0
"shagbark hickory",2020,"leaf drop",86271,263.75,260,4,259,276,17,4.25
"shagbark hickory",2020,"leaf drop",86272,276,276,1,276,276,0,0
"shagbark hickory",2020,"leafout",86268,182.25641025641,170,39,134,279,145,71
"shagbark hickory",2020,"leafout",86269,181.263157894737,169.5,38,134,279,145,65.5
"shagbark hickory",2020,"leafout",86270,181.813953488372,169,43,129,279,150,72.5
"shagbark hickory",2020,"leafout",86271,194.955555555556,183,45,136,279,143,70
"shagbark hickory",2020,"leafout",86272,192.25,183.5,52,134,279,145,70.25
"shagbark hickory",2020,"Open flowers",86268,147.833333333333,149,6,140,156,16,8.25
"shagbark hickory",2020,"Open flowers",86269,145,145,2,141,149,8,4
"shagbark hickory",2020,"Open flowers",86270,145.5,146,8,140,152,12,8
"shagbark hickory",2020,"Open flowers",86271,150.75,150,4,141,162,21,8.25
"shagbark hickory",2020,"Open flowers",86272,153.222222222222,152,9,141,162,21,9
"shagbark hickory",2020,"Pollen release (flowers)",86269,149,149,1,149,149,0,0
"shagbark hickory",2020,"Pollen release (flowers)",86270,149,149,2,149,149,0,0
"shagbark hickory",2020,"Pollen release (flowers)",86271,161,161,2,160,162,2,1
"shagbark hickory",2020,"Pollen release (flowers)",86272,159,159,2,158,160,2,1
"shagbark hickory",2020,"Recent fruit or seed drop",86268,250.2,260,5,224,279,55,36
"shagbark hickory",2020,"Recent fruit or seed drop",86269,245.166666666667,243,6,220,279,59,37
"shagbark hickory",2020,"Recent fruit or seed drop",86270,243,243,4,224,262,38,35
"shagbark hickory",2020,"Recent fruit or seed drop",86271,246,252,6,224,262,38,29.5
"shagbark hickory",2020,"Recent fruit or seed drop",86272,248.888888888889,260,9,224,279,55,36
"shagbark hickory",2020,"Ripe fruits",86268,242.2,226,5,220,279,59,38
"shagbark hickory",2020,"Ripe fruits",86269,242.2,226,5,220,279,59,38
"shagbark hickory",2020,"Ripe fruits",86270,238.4,226,5,220,262,42,36
"shagbark hickory",2020,"Ripe fruits",86272,247.75,244,4,224,279,55,40.75
"sugar maple",2016,"budburst",92203,133.928571428571,133,14,130,142,12,2
"sugar maple",2016,"budburst",92204,120.071428571429,119,28,105,154,49,11
"sugar maple",2016,"budburst",92206,119.25,119.5,12,109,130,21,7.25
"sugar maple",2016,"budburst",92208,124.117647058824,123,17,109,134,25,9
"sugar maple",2016,"budburst",92209,115.3,115,10,106,124,18,8
"sugar maple",2016,"Colored leaves",92203,302.357142857143,300,14,290,318,28,18.5
"sugar maple",2016,"Colored leaves",92204,306.333333333333,302,15,293,323,30,20
"sugar maple",2016,"Colored leaves",92206,300.571428571429,298,7,293,318,25,8.5
"sugar maple",2016,"Colored leaves",92208,296.666666666667,297,9,290,304,14,5
"sugar maple",2016,"Colored leaves",92209,247.583333333333,291,24,119,318,199,150.25
"sugar maple",2016,"flowers",92203,133,133,1,133,133,0,0
"sugar maple",2016,"flowers",92204,116.6,115,40,102,134,32,12.25
"sugar maple",2016,"flowers",92206,118.533333333333,115,15,108,134,26,15
"sugar maple",2016,"flowers",92208,122.375,120,8,112,134,22,12.75
"sugar maple",2016,"flowers",92209,111.714285714286,114,7,101,116,15,3.5
"sugar maple",2016,"Fruits",92204,195.506849315069,175,73,125,316,191,104
"sugar maple",2016,"Fruits",92206,193.636363636364,156,11,127,293,166,113
"sugar maple",2016,"Fruits",92208,160.5,160.5,2,154,167,13,6.5
"sugar maple",2016,"Increasing leaf size",92203,146.117647058824,147,17,133,163,30,11
"sugar maple",2016,"Increasing leaf size",92204,135,133,38,113,163,50,18.5
"sugar maple",2016,"Increasing leaf size",92206,133.5625,130,16,118,163,45,14.5
"sugar maple",2016,"Increasing leaf size",92208,142,134,10,131,163,32,17
"sugar maple",2016,"Increasing leaf size",92209,152.473684210526,152,19,119,201,82,27.5
"sugar maple",2016,"leaf drop",92203,310.333333333333,316,3,297,318,21,10.5
"sugar maple",2016,"leaf drop",92204,312.333333333333,317,6,297,323,26,20
"sugar maple",2016,"leaf drop",92208,295.666666666667,297,3,293,297,4,2
"sugar maple",2016,"leaf drop",92209,301.0625,304,16,265,325,60,21.75
"sugar maple",2016,"leafout",92203,209.881578947368,186.5,76,133,318,185,112.5
"sugar maple",2016,"leafout",92204,194.382608695652,168,115,110,323,213,122.5
"sugar maple",2016,"leafout",92206,181.857142857143,148,42,117,318,201,132
"sugar maple",2016,"leafout",92208,204.227272727273,170.5,44,121,304,183,131.25
"sugar maple",2016,"leafout",92209,191.794871794872,161,39,114,312,198,93.5
"sugar maple",2016,"Open flowers",92204,119.827586206897,119,29,110,134,24,12
"sugar maple",2016,"Open flowers",92206,122,118,11,111,134,23,16.5
"sugar maple",2016,"Open flowers",92208,131.333333333333,130,3,130,134,4,2
"sugar maple",2016,"Open flowers",92209,113.333333333333,114,3,110,116,6,3
"sugar maple",2016,"Pollen release (flowers)",92204,120.461538461538,119,13,112,134,22,6
"sugar maple",2016,"Pollen release (flowers)",92206,119.75,116.5,4,112,134,22,7.75
"sugar maple",2016,"Pollen release (flowers)",92208,132,132,2,130,134,4,2
"sugar maple",2016,"Pollen release (flowers)",92209,110,110,2,110,110,0,0
"sugar maple",2016,"Recent fruit or seed drop",92204,255.181818181818,282,11,182,297,115,87
"sugar maple",2016,"Recent fruit or seed drop",92206,225,225,1,225,225,0,0
"sugar maple",2016,"Ripe fruits",92204,286.454545454545,286,11,268,316,48,10.5
"sugar maple",2016,"Ripe fruits",92206,291.5,291.5,2,290,293,3,1.5
"sugar maple",2016,"Ripe fruits",92208,262,262,1,262,262,0,0
"sugar maple",2017,"budburst",92203,133.625,133.5,8,127,141,14,7
"sugar maple",2017,"budburst",92204,112.04,113,25,101,120,19,9
"sugar maple",2017,"budburst",92206,111.533333333333,113,15,101,120,19,5
"sugar maple",2017,"budburst",92208,112.125,113,16,101,120,19,9.5
"sugar maple",2017,"budburst",92209,109.565217391304,110,23,102,120,18,7.5
"sugar maple",2017,"Colored leaves",92203,300.125,300,8,294,318,24,6.25
"sugar maple",2017,"Colored leaves",92204,286.333333333333,288,15,253,301,48,19.5
"sugar maple",2017,"Colored leaves",92206,281.5,288,10,253,300,47,15
"sugar maple",2017,"Colored leaves",92208,295,295,2,289,301,12,6
"sugar maple",2017,"Colored leaves",92209,294.272727272727,295,33,251,337,86,46
"sugar maple",2017,"flowers",92204,114.307692307692,113,26,103,126,23,7.25
"sugar maple",2017,"flowers",92206,113.785714285714,113,14,105,126,21,8.5
"sugar maple",2017,"flowers",92208,116.066666666667,113,15,108,127,19,6.5
"sugar maple",2017,"flowers",92209,113.705882352941,114,17,104,121,17,8
"sugar maple",2017,"Fruits",92204,211.627906976744,218,43,121,301,180,91.5
